Unique Order Identifier,Order Complexity,Supplier,Unique Product Identifier,Planned Year,Planned Month,Planned Quarter,Planned Day,Planned Weekday,Delivery Delay,Delivery Status,Ordered Quantity,Arrival Year,Arrival Month,Arrival Quarter,Arrival Day,Arrival Weekday,Delivered Quantity,Delivery_Delay_Days,Status,Quantity Difference,Quantity Status
6261474-1,2,5179328,TOP247Y,2024,4,2,8,0,-25,too early,1000.0,2024,3,1,14,3,1000.0,-25,early,0.0,exact
6261474-2,2,5179328,TOP247Y,2024,8,3,5,0,-130,too early,2250.0,2024,3,1,28,3,1250.0,-130,early,-1000.0,under delivered
6261476-1,1,5179328,31400350000,2024,2,1,5,0,-4,too early,4560.0,2024,2,1,1,3,4560.0,-4,early,0.0,exact
6261477-1,2,5179328,IC HCPL-316J,2024,3,1,11,0,-4,too early,4250.0,2024,3,1,7,3,4250.0,-4,early,0.0,exact
6261477-2,2,5179328,IC HCPL-316J,2024,7,3,8,0,-95,too early,4250.0,2024,4,2,4,3,3400.0,-95,early,-850.0,under delivered
6261478-1,3,50934703,9999,2023,5,2,1,0,1,too late,1.0,2023,5,2,2,1,1.0,1,late,0.0,exact
6261478-2,3,50934703,9999,2023,5,2,1,0,1,too late,5.0,2023,5,2,2,1,5.0,1,late,0.0,exact
6261478-3,3,50934703,9999,2023,5,2,1,0,1,too late,2.0,2023,5,2,2,1,2.0,1,late,0.0,exact
6261479-1,1,89429084,9999,2023,5,2,1,0,-5,too early,50.0,2023,4,2,26,2,50.0,-5,early,0.0,exact
6261480-1,4,50934703,9999,2023,5,2,1,0,14,too late,2.0,2023,5,2,15,0,2.0,14,late,0.0,exact
6261480-2,4,50934703,9999,2023,5,2,1,0,-3,too early,4.0,2023,4,2,28,4,4.0,-3,early,0.0,exact
6261480-3,4,50934703,9999,2023,5,2,1,0,-3,too early,3.0,2023,4,2,28,4,3.0,-3,early,0.0,exact
6261480-4,4,50934703,9999,2023,5,2,1,0,-3,too early,2.0,2023,4,2,28,4,2.0,-3,early,0.0,exact
6261481-1,4,10906710,17100070700,2023,6,2,2,4,-21,too early,250.0,2023,5,2,12,4,250.0,-21,early,0.0,exact
6261481-2,4,10906710,17100080700,2023,5,2,1,0,-4,too early,250.0,2023,4,2,27,3,250.0,-4,early,0.0,exact
6261481-3,4,10906710,17100090100,2023,5,2,1,0,-4,too early,250.0,2023,4,2,27,3,250.0,-4,early,0.0,exact
6261481-4,4,10906710,17100090200,2023,5,2,1,0,-4,too early,500.0,2023,4,2,27,3,500.0,-4,early,0.0,exact
6261483-1,1,88300253,C XS 100N/600,2024,3,1,11,0,-3,too early,1950.0,2024,3,1,8,4,1950.0,-3,early,0.0,exact
6261485-1,1,28229650,27301410100,2023,5,2,1,0,-3,too early,1500.0,2023,4,2,28,4,1500.0,-3,early,0.0,exact
6261486-1,4,11351254,23000040000,2024,1,1,29,0,1,too late,200.0,2024,1,1,30,1,200.0,1,late,0.0,exact
6261486-2,4,11351254,23000040000,2024,2,1,26,0,1,too late,200.0,2024,2,1,27,1,200.0,1,late,0.0,exact
6261486-3,4,11351254,23000040000,2024,4,2,1,0,2,too late,200.0,2024,4,2,3,2,200.0,2,late,0.0,exact
6261486-4,4,11351254,23000040000,2024,4,2,29,0,0,on time,200.0,2024,4,2,29,0,200.0,0,on_time,0.0,exact
6261487-1,1,72000481,999,2023,4,2,26,2,0,on time,1.0,2023,4,2,26,2,1.0,0,on_time,0.0,exact
6261488-1,4,33626981,999,2023,4,2,25,1,2,too late,20.0,2023,4,2,27,3,20.0,2,late,0.0,exact
6261488-2,4,33626981,999,2023,4,2,24,0,2,too late,1.0,2023,4,2,26,2,1.0,2,late,0.0,exact
6261488-3,4,33626981,999,2023,4,2,24,0,8,too late,1.0,2023,5,2,2,1,1.0,8,late,0.0,exact
6261488-4,4,33626981,999,2023,4,2,27,3,0,on time,2.0,2023,4,2,27,3,2.0,0,on_time,0.0,exact
6261489-1,1,5179328,21000330000,2023,12,4,4,0,-4,too early,1000.0,2023,11,4,30,3,1000.0,-4,early,0.0,exact
6261129-1,1,97716216,9999,2023,9,3,1,4,-8,too early,200.0,2023,8,3,24,3,200.0,-8,early,0.0,exact
6261132-1,2,19314511,37300510000,2023,4,2,10,0,1,too late,100.0,2023,4,2,11,1,100.0,1,late,0.0,exact
6261132-2,2,19314511,24300300000,2023,4,2,17,0,2,too late,80.0,2023,4,2,19,2,80.0,2,late,0.0,exact
6261133-1,3,83396652,27100190100,2024,1,1,8,0,3,too late,800.0,2024,1,1,11,3,800.0,3,late,0.0,exact
6261133-2,3,83396652,27100190100,2024,2,1,19,0,3,too late,800.0,2024,2,1,22,3,800.0,3,late,0.0,exact
6261133-3,3,83396652,27100180000,2024,2,1,19,0,3,too late,400.0,2024,2,1,22,3,400.0,3,late,0.0,exact
6261134-1,4,52391922,REIHENKLEM M10,2023,4,2,3,0,-5,too early,50.0,2023,3,1,29,2,50.0,-5,early,0.0,exact
6261134-2,4,52391922,27100542200,2023,7,3,5,2,-15,too early,250.0,2023,6,2,20,1,250.0,-15,early,0.0,exact
6261134-3,4,52391922,27100400000,2023,4,2,24,0,0,on time,200.0,2023,4,2,24,0,200.0,0,on_time,0.0,exact
6261134-4,4,52391922,23200320000,2023,4,2,24,0,-5,too early,100.0,2023,4,2,19,2,100.0,-5,early,0.0,exact
6261135-1,5,52391922,27100932600,2023,7,3,24,0,-4,too early,100.0,2023,7,3,20,3,100.0,-4,early,0.0,exact
6261135-2,5,52391922,27100400200,2023,7,3,24,0,-4,too early,100.0,2023,7,3,20,3,100.0,-4,early,0.0,exact
6261135-3,5,52391922,27100160000,2023,7,3,24,0,-4,too early,200.0,2023,7,3,20,3,200.0,-4,early,0.0,exact
6261135-4,5,52391922,KLGMSTB25/3S762,2023,8,3,28,0,-5,too early,300.0,2023,8,3,23,2,300.0,-5,early,0.0,exact
6261135-5,5,52391922,37100380100,2023,8,3,28,0,-3,too early,400.0,2023,8,3,25,4,400.0,-3,early,0.0,exact
6261136-1,1,28229650,DIODE BYT30PI10,2023,3,1,9,3,4,too late,657.0,2023,3,1,13,0,657.0,4,late,0.0,exact
6261137-1,2,5179328,STECK USA125,2024,1,1,22,0,-6,too early,50.0,2024,1,1,16,1,50.0,-6,early,0.0,exact
6261137-2,2,5179328,STECK USA125,2024,2,1,12,0,-4,too early,100.0,2024,2,1,8,3,100.0,-4,early,0.0,exact
6261138-1,1,5179328,R NTC 5R,2024,3,1,4,0,-4,too early,2000.0,2024,2,1,29,3,2000.0,-4,early,0.0,exact
6261139-1,3,24582369,22703890005,2023,4,2,24,0,-5,too early,1000.0,2023,4,2,19,2,1000.0,-5,early,0.0,exact
6261139-2,3,24582369,22703890005,2023,6,2,19,0,-7,too early,1000.0,2023,6,2,12,0,1000.0,-7,early,0.0,exact
6261139-3,3,24582369,22703890005,2023,7,3,24,0,-4,too early,1000.0,2023,7,3,20,3,1000.0,-4,early,0.0,exact
6261140-1,6,47818265,27301500000,2023,12,4,4,0,-3,too early,500.0,2023,12,4,1,4,500.0,-3,early,0.0,exact
6261140-2,6,47818265,27300680300,2023,12,4,4,0,-3,too early,1000.0,2023,12,4,1,4,1000.0,-3,early,0.0,exact
6261140-3,6,47818265,27301500000,2024,1,1,22,0,-3,too early,500.0,2024,1,1,19,4,500.0,-3,early,0.0,exact
6261140-4,6,47818265,27300680300,2024,1,1,22,0,-3,too early,1000.0,2024,1,1,19,4,1000.0,-3,early,0.0,exact
6261140-5,6,47818265,27301500000,2024,2,1,26,0,-3,too early,500.0,2024,2,1,23,4,500.0,-3,early,0.0,exact
6261140-6,6,47818265,27300680300,2024,2,1,26,0,-3,too early,1000.0,2024,2,1,23,4,1000.0,-3,early,0.0,exact
6261141-1,8,5179328,21400110000,2023,8,3,28,0,-3,too early,1000.0,2023,8,3,25,4,1000.0,-3,early,0.0,exact
6261141-2,8,5179328,21400110000,2023,9,3,18,0,-4,too early,1000.0,2023,9,3,14,3,1000.0,-4,early,0.0,exact
6261141-3,8,5179328,21400110000,2023,10,4,23,0,-4,too early,1000.0,2023,10,4,19,3,1000.0,-4,early,0.0,exact
6261141-4,8,5179328,21400110000,2023,11,4,20,0,-4,too early,1000.0,2023,11,4,16,3,1000.0,-4,early,0.0,exact
6261141-5,8,5179328,21400110000,2023,12,4,4,0,0,on time,1000.0,2023,12,4,4,0,1000.0,0,on_time,0.0,exact
6261141-6,8,5179328,21400110000,2024,1,1,8,0,-3,too early,1000.0,2024,1,1,5,4,1000.0,-3,early,0.0,exact
6261141-7,8,5179328,21400110000,2024,1,1,22,0,-4,too early,500.0,2024,1,1,18,3,500.0,-4,early,0.0,exact
6261141-8,8,5179328,21400110000,2023,8,3,7,0,-4,too early,1000.0,2023,8,3,3,3,1000.0,-4,early,0.0,exact
6261142-1,2,67884162,28100090000,2023,8,3,21,0,0,on time,500.0,2023,8,3,21,0,500.0,0,on_time,0.0,exact
6261142-2,2,67884162,28100090000,2024,3,1,4,0,2,too late,500.0,2024,3,1,6,2,500.0,2,late,0.0,exact
6261143-1,3,67884162,REL 24V 001 16A,2024,2,1,5,0,2,too late,1000.0,2024,2,1,7,2,1000.0,2,late,0.0,exact
6261143-2,3,67884162,REL 24V 001 08A,2023,12,4,4,0,2,too late,2000.0,2023,12,4,6,2,2000.0,2,late,0.0,exact
6261143-3,3,67884162,REL VB-24STBU,2023,12,4,4,0,2,too late,1000.0,2023,12,4,6,2,1000.0,2,late,0.0,exact
6261144-1,13,20819856,28000122000,2023,12,4,4,0,1,too late,5.0,2023,12,4,5,1,5.0,1,late,0.0,exact
6261144-2,13,20819856,28000110200,2023,12,4,4,0,1,too late,100.0,2023,12,4,5,1,100.0,1,late,0.0,exact
6261144-3,13,20819856,28000110300,2023,12,4,4,0,1,too late,100.0,2023,12,4,5,1,100.0,1,late,0.0,exact
6261144-4,13,20819856,28000100200,2023,12,4,4,0,1,too late,100.0,2023,12,4,5,1,100.0,1,late,0.0,exact
6261144-5,13,20819856,28000080500,2023,12,4,4,0,1,too late,40.0,2023,12,4,5,1,40.0,1,late,0.0,exact
6261144-6,13,20819856,28000080400,2023,12,4,4,0,1,too late,100.0,2023,12,4,5,1,100.0,1,late,0.0,exact
6261144-7,13,20819856,28000080300,2023,12,4,4,0,1,too late,50.0,2023,12,4,5,1,50.0,1,late,0.0,exact
6261144-8,13,20819856,28000060400,2023,12,4,4,0,1,too late,240.0,2023,12,4,5,1,240.0,1,late,0.0,exact
6261144-9,13,20819856,28000060300,2023,12,4,4,0,1,too late,240.0,2023,12,4,5,1,240.0,1,late,0.0,exact
6261144-10,13,20819856,28000122000,2023,12,4,13,2,2,too late,5.0,2023,12,4,15,4,5.0,2,late,0.0,exact
6261144-11,13,20819856,28000080500,2023,12,4,13,2,2,too late,20.0,2023,12,4,15,4,20.0,2,late,0.0,exact
6261144-12,13,20819856,28000060400,2023,12,4,13,2,2,too late,20.0,2023,12,4,15,4,20.0,2,late,0.0,exact
6261144-13,13,20819856,28000060300,2023,12,4,13,2,2,too late,20.0,2023,12,4,15,4,20.0,2,late,0.0,exact
6261145-1,1,20819856,SCHAL TM28292E,2023,8,3,14,0,0,on time,24.0,2023,8,3,14,0,24.0,0,on_time,0.0,exact
6261146-1,3,16268987,25000430000,2023,9,3,25,0,-3,too early,1800.0,2023,9,3,22,4,1800.0,-3,early,0.0,exact
6261146-2,3,16268987,25000430000,2023,12,4,4,0,1,too late,2000.0,2023,12,4,5,1,2000.0,1,late,0.0,exact
6261146-3,3,16268987,25000430000,2024,1,1,29,0,-4,too early,2000.0,2024,1,1,25,3,2000.0,-4,early,0.0,exact
6261147-1,2,14929254,22903890108,2024,1,1,29,0,-143,too early,254.0,2023,9,3,8,4,14.0,-143,early,-240.0,under delivered
6261147-2,2,14929254,22903890108,2024,2,1,9,4,0,on time,260.0,2024,2,1,9,4,260.0,0,on_time,0.0,exact
6261148-1,4,14148833,34000380000,2024,3,1,4,0,-6,too early,500.0,2024,2,1,27,1,500.0,-6,early,0.0,exact
6261148-2,4,14148833,34000380000,2024,6,2,19,2,-22,too early,500.0,2024,5,2,28,1,150.0,-22,early,-350.0,under delivered
6261148-3,4,14148833,TRAFO V14298,2024,2,1,28,2,-1,too early,200.0,2024,2,1,27,1,200.0,-1,early,0.0,exact
6261148-4,4,14148833,TRAFO V14298,2024,2,1,28,2,-1,too early,1300.0,2024,2,1,27,1,1300.0,-1,early,0.0,exact
6261149-1,4,14929254,22903890108,2024,3,1,18,0,-4,too early,499.0,2024,3,1,14,3,260.0,-4,early,-239.0,under delivered
6261149-2,4,14929254,22903890108,2024,4,2,26,4,0,on time,240.0,2024,4,2,26,4,240.0,0,on_time,0.0,exact
6261149-3,4,14929254,22903890108,2024,5,2,20,0,4,too late,645.0,2024,5,2,24,4,645.0,4,late,0.0,exact
6260956-1,1,33626981,125600000030500,2023,1,1,23,0,3,too late,6.0,2023,1,1,26,3,3.0,3,late,-3.0,under delivered
6260957-1,1,14148833,31600340000,2023,10,4,25,2,-1,too early,100.0,2023,10,4,24,1,100.0,-1,early,0.0,exact
6260958-1,1,29137329,24000160000,2023,4,2,21,4,3,too late,400.0,2023,4,2,24,0,400.0,3,late,0.0,exact
6260959-1,5,95947983,25000050000,2023,12,4,4,0,-4,too early,10000.0,2023,11,4,30,3,12000.0,-4,early,2000.0,over delivered
6260959-2,5,95947983,26000510000,2023,12,4,4,0,-4,too early,5000.0,2023,11,4,30,3,5000.0,-4,early,0.0,exact
6260959-3,5,95947983,26000470000,2023,12,4,4,0,-4,too early,4000.0,2023,11,4,30,3,4000.0,-4,early,0.0,exact
6260959-4,5,95947983,26000360200,2023,12,4,4,0,-4,too early,5000.0,2023,11,4,30,3,5000.0,-4,early,0.0,exact
6260959-5,5,95947983,26000100000,2023,12,4,4,0,-4,too early,5000.0,2023,11,4,30,3,5000.0,-4,early,0.0,exact
6260960-1,1,83576621,9999,2023,1,1,23,0,8,too late,100.0,2023,1,1,31,1,100.0,8,late,0.0,exact
6260961-1,4,14929254,22903890108,2023,3,1,21,1,3,too late,180.0,2023,3,1,24,4,180.0,3,late,0.0,exact
6260961-2,4,14929254,22903890108,2023,6,2,2,4,-1,too early,300.0,2023,6,2,1,3,300.0,-1,early,0.0,exact
6260961-3,4,14929254,22903890108,2023,6,2,2,4,-31,too early,270.0,2023,5,2,2,1,210.0,-31,early,-60.0,under delivered
6260961-4,4,14929254,22903890108,2023,8,3,28,0,23,too late,70.0,2023,9,3,20,2,46.0,23,late,-24.0,under delivered
6260962-1,1,50934703,999,2023,1,1,30,0,2,too late,1.0,2023,2,1,1,2,1.0,2,late,0.0,exact
6260963-1,1,99944665,OPTOKOPPL IL207,2024,6,2,10,0,0,on time,2000.0,2024,6,2,10,0,2000.0,0,on_time,0.0,exact
6260965-1,3,14148833,85300020100,2024,1,1,5,4,-1,too early,1000.0,2024,1,1,4,3,1000.0,-1,early,0.0,exact
6260965-2,3,14148833,85300020100,2024,5,2,10,4,-2,too early,1000.0,2024,5,2,8,2,1000.0,-2,early,0.0,exact
6260965-3,3,14148833,81000200000,2024,5,2,10,4,-2,too early,480.0,2024,5,2,8,2,480.0,-2,early,0.0,exact
6260966-1,1,67760099,21000220000,2023,5,2,29,0,2,too late,2500.0,2023,5,2,31,2,2500.0,2,late,0.0,exact
6260967-1,1,23072796,23100140701,2023,3,1,27,0,17,too late,1134.0,2023,4,2,13,3,1134.0,17,late,0.0,exact
6260968-1,2,28229650,26000520000,2023,5,2,29,0,1,too late,500.0,2023,5,2,30,1,500.0,1,late,0.0,exact
6260968-2,2,28229650,26000520000,2023,7,3,10,0,-14,too early,500.0,2023,6,2,26,0,500.0,-14,early,0.0,exact
6260969-1,4,5179328,31600330000,2023,6,2,12,0,0,on time,325.0,2023,6,2,12,0,325.0,0,on_time,0.0,exact
6260969-2,4,5179328,31600330000,2023,12,4,4,0,0,on time,1000.0,2023,12,4,4,0,1000.0,0,on_time,0.0,exact
6260969-3,4,5179328,31600330000,2024,1,1,22,0,-4,too early,500.0,2024,1,1,18,3,500.0,-4,early,0.0,exact
6260969-4,4,5179328,31600330000,2024,3,1,4,0,-4,too early,500.0,2024,2,1,29,3,500.0,-4,early,0.0,exact
6260970-1,1,6355505,STECK C16-1 3P,2023,11,4,20,0,-6,too early,20.0,2023,11,4,14,1,20.0,-6,early,0.0,exact
6260972-1,1,83396652,27100190100,2023,11,4,13,0,1,too late,400.0,2023,11,4,14,1,400.0,1,late,0.0,exact
6260973-1,4,52391922,37100430000,2023,3,1,6,0,-4,too early,50.0,2023,3,1,2,3,50.0,-4,early,0.0,exact
6260973-2,4,52391922,122800000038600,2023,3,1,6,0,-4,too early,50.0,2023,3,1,2,3,50.0,-4,early,0.0,exact
6260973-3,4,52391922,124900000005400,2023,3,1,6,0,-4,too early,10.0,2023,3,1,2,3,10.0,-4,early,0.0,exact
6260973-4,4,52391922,122800000044400,2023,11,4,20,0,-5,too early,50.0,2023,11,4,15,2,50.0,-5,early,0.0,exact
6260974-1,2,52391922,17300040100,2023,4,2,10,0,-5,too early,150.0,2023,4,2,5,2,150.0,-5,early,0.0,exact
6260974-2,2,52391922,17300040100,2023,10,4,16,0,-4,too early,150.0,2023,10,4,12,3,150.0,-4,early,0.0,exact
6260975-1,3,52391922,20009012101,2023,6,2,5,0,-3,too early,10.0,2023,6,2,2,4,10.0,-3,early,0.0,exact
6260975-2,3,52391922,27301270200,2023,8,3,14,0,0,on time,20.0,2023,8,3,14,0,20.0,0,on_time,0.0,exact
6260975-3,3,52391922,27100150000,2023,8,3,14,0,-5,too early,100.0,2023,8,3,9,2,100.0,-5,early,0.0,exact
6260976-1,2,46990006,12703700003,2023,3,1,20,0,4,too late,510.0,2023,3,1,24,4,510.0,4,late,0.0,exact
6260976-2,2,46990006,12716680003,2023,4,2,3,0,-3,too early,501.0,2023,3,1,31,4,501.0,-3,early,0.0,exact
6260977-1,1,46990006,12716690001,2023,4,2,24,0,-3,too early,500.0,2023,4,2,21,4,500.0,-3,early,0.0,exact
6260979-1,1,11351254,KK 621101,2023,8,3,14,0,0,on time,100.0,2023,8,3,14,0,100.0,0,on_time,0.0,exact
6260980-1,2,53936705,23013810004,2023,8,3,21,0,1,too late,1000.0,2023,8,3,22,1,1000.0,1,late,0.0,exact
6260980-2,2,53936705,23013810004,2023,12,4,4,0,2,too late,1000.0,2023,12,4,6,2,776.0,2,late,-224.0,under delivered
6260981-1,2,11351254,23062160300,2023,11,4,6,0,7,too late,500.0,2023,11,4,13,0,500.0,7,late,0.0,exact
6260981-2,2,11351254,23062160300,2024,1,1,1,0,9,too late,500.0,2024,1,1,10,2,500.0,9,late,0.0,exact
6260982-1,2,11351254,23000130500,2023,9,3,20,2,-2,too early,512.0,2023,9,3,18,0,512.0,-2,early,0.0,exact
6260982-2,2,11351254,23000130500,2024,1,1,8,0,2,too late,377.0,2024,1,1,10,2,377.0,2,late,0.0,exact
6260983-1,1,53936705,33013790001,2024,1,1,1,0,21,too late,60.0,2024,1,1,22,0,60.0,21,late,0.0,exact
6260984-1,3,11351254,23062160200,2024,1,1,8,0,2,too late,400.0,2024,1,1,10,2,400.0,2,late,0.0,exact
6260984-2,3,11351254,23062160200,2024,2,1,5,0,2,too late,400.0,2024,2,1,7,2,400.0,2,late,0.0,exact
6260984-3,3,11351254,23062160200,2024,3,1,13,2,-1,too early,400.0,2024,3,1,12,1,400.0,-1,early,0.0,exact
6260985-1,4,40436817,RPG 1-120-01,2023,9,3,4,0,30,too late,260.0,2023,10,4,4,2,260.0,30,late,0.0,exact
6260985-2,4,40436817,RPG 1-120-01,2023,11,4,6,0,31,too late,258.0,2023,12,4,7,3,258.0,31,late,0.0,exact
6260985-3,4,40436817,RPG 1-120-01,2023,12,4,11,0,30,too late,253.0,2024,1,1,10,2,253.0,30,late,0.0,exact
6260985-4,4,40436817,RPG 1-120-01,2024,3,1,4,0,8,too late,246.0,2024,3,1,12,1,246.0,8,late,0.0,exact
6260986-1,4,40436817,RPG 36-080-01,2024,10,4,2,2,-175,too early,1000.0,2024,4,2,10,2,330.0,-175,early,-670.0,under delivered
6260986-2,4,40436817,RPG 36-080-01,2024,2,1,7,2,-23,too early,526.0,2024,1,1,15,0,526.0,-23,early,0.0,exact
6260986-3,4,40436817,RPG 36-080-01,2024,3,1,22,4,-31,too early,1000.0,2024,2,1,20,1,400.0,-31,early,-600.0,under delivered
6260986-4,4,40436817,RPG 36-080-01,2024,4,2,5,4,-16,too early,573.0,2024,3,1,20,2,63.0,-16,early,-510.0,under delivered
6260987-1,1,40436817,RPG 1-160-32,2023,12,4,11,0,8,too late,108.0,2023,12,4,19,1,108.0,8,late,0.0,exact
6260988-1,13,93118673,23100950203,2024,1,1,1,0,-40,too early,31.0,2023,11,4,22,2,31.0,-40,early,0.0,exact
6260988-2,13,93118673,23100920100,2024,1,1,1,0,-21,too early,140.0,2023,12,4,11,0,140.0,-21,early,0.0,exact
6260988-3,13,93118673,33100692400,2024,1,1,1,0,-21,too early,30.0,2023,12,4,11,0,30.0,-21,early,0.0,exact
6260988-4,13,93118673,23100170000,2024,1,1,1,0,-109,too early,100.0,2023,9,3,14,3,100.0,-109,early,0.0,exact
6260988-5,13,93118673,23100090301,2023,7,3,10,0,3,too late,102.0,2023,7,3,13,3,102.0,3,late,0.0,exact
6260988-6,13,93118673,GRUNDPL 16611,2023,11,4,6,0,-6,too early,27.0,2023,10,4,31,1,27.0,-6,early,0.0,exact
6260988-7,13,93118673,33100690840,2023,10,4,2,0,-5,too early,57.0,2023,9,3,27,2,57.0,-5,early,0.0,exact
6260988-8,13,93118673,33100692000,2023,10,4,2,0,-5,too early,58.0,2023,9,3,27,2,58.0,-5,early,0.0,exact
6260988-9,13,93118673,23100484100,2023,10,4,2,0,-5,too early,100.0,2023,9,3,27,2,100.0,-5,early,0.0,exact
6260988-10,13,93118673,23100485002,2023,9,3,4,0,-6,too early,500.0,2023,8,3,29,1,500.0,-6,early,0.0,exact
6260988-11,13,93118673,23100071100,2023,8,3,7,0,-25,too early,250.0,2023,7,3,13,3,250.0,-25,early,0.0,exact
6260988-12,13,93118673,23100930200,2023,6,2,5,0,23,too late,255.0,2023,6,2,28,2,255.0,23,late,0.0,exact
6260988-13,13,93118673,23100485002,2024,1,1,1,0,-96,too early,540.0,2023,9,3,27,2,540.0,-96,early,0.0,exact
6260989-1,2,33183872,RPG 11-150-00,2023,11,4,20,0,1,too late,1715.0,2023,11,4,21,1,1715.0,1,late,0.0,exact
6260989-2,2,33183872,RPG 11-150-00,2024,2,1,12,0,35,too late,1194.0,2024,3,1,18,0,1194.0,35,late,0.0,exact
6260990-1,1,5179328,21400110000,2023,9,3,4,0,-4,too early,142.0,2023,8,3,31,3,142.0,-4,early,0.0,exact
6260991-1,1,37222009,28400540000,2024,2,1,12,0,1,too late,2000.0,2024,2,1,13,1,2000.0,1,late,0.0,exact
6260992-1,2,9849172,R PTC 150R,2023,3,1,3,4,-7,too early,1000.0,2023,2,1,24,4,1000.0,-7,early,0.0,exact
6260992-2,2,9849172,R PTC 150R,2023,3,1,24,4,-9,too early,2000.0,2023,3,1,15,2,2000.0,-9,early,0.0,exact
6260993-1,2,37222009,28400580000,2024,3,1,25,0,8,too late,1000.0,2024,4,2,2,1,1000.0,8,late,0.0,exact
6261298-1,1,29137329,34100180000,2023,12,4,8,4,-2,too early,130.0,2023,12,4,6,2,130.0,-2,early,0.0,exact
6261299-1,2,50934703,34200030100,2024,1,1,15,0,0,on time,2.0,2024,1,1,15,0,2.0,0,on_time,0.0,exact
6261299-2,2,50934703,27301620000,2023,12,4,11,0,3,too late,99.0,2023,12,4,14,3,99.0,3,late,0.0,exact
6261300-1,1,50934703,26000111000,2023,6,2,26,0,-4,too early,75.0,2023,6,2,22,3,75.0,-4,early,0.0,exact
6261301-1,2,36132565,FOLIE REO1.05,2023,11,4,6,0,1,too late,2500.0,2023,11,4,7,1,2500.0,1,late,0.0,exact
6261301-2,2,36132565,FOLIE REO1.05,2024,1,1,12,4,3,too late,2500.0,2024,1,1,15,0,2500.0,3,late,0.0,exact
6261302-1,2,36132565,23500210200,2023,12,4,4,0,-3,too early,500.0,2023,12,4,1,4,500.0,-3,early,0.0,exact
6261302-2,2,36132565,23500210200,2024,3,1,4,0,3,too late,500.0,2024,3,1,7,3,500.0,3,late,0.0,exact
6261303-1,2,36132565,23500060000,2024,1,1,29,0,0,on time,100.0,2024,1,1,29,0,100.0,0,on_time,0.0,exact
6261303-2,2,36132565,23500010001,2024,1,1,29,0,0,on time,1000.0,2024,1,1,29,0,1000.0,0,on_time,0.0,exact
6261304-1,4,88300253,C XS 47N/600,2023,9,3,29,4,-8,too early,100.0,2023,9,3,21,3,100.0,-8,early,0.0,exact
6261304-2,4,88300253,C XS 47N/600,2024,5,2,10,4,3,too late,800.0,2024,5,2,13,0,800.0,3,late,0.0,exact
6261304-3,4,88300253,C XS 47N/600,2023,10,4,20,4,-21,too early,200.0,2023,9,3,29,4,200.0,-21,early,0.0,exact
6261304-4,4,88300253,C XS 47N/600,2023,12,4,29,4,-63,too early,500.0,2023,10,4,27,4,500.0,-63,early,0.0,exact
6261305-1,1,92929227,23500202100,2023,10,4,30,0,3,too late,2000.0,2023,11,4,2,3,2000.0,3,late,0.0,exact
6261306-1,2,67760099,IC 80C167,2024,1,1,29,0,-4,too early,1008.0,2024,1,1,25,3,1008.0,-4,early,0.0,exact
6261306-2,2,67760099,IC 80C167,2024,2,1,19,0,-6,too early,1008.0,2024,2,1,13,1,1008.0,-6,early,0.0,exact
6261311-1,1,92403875,24000030000,2023,8,3,18,4,4,too late,4.0,2023,8,3,22,1,4.0,4,late,0.0,exact
6261312-1,1,24582369,32714200001,2023,5,2,1,0,-5,too early,20.0,2023,4,2,26,2,20.0,-5,early,0.0,exact
6261313-1,1,53936705,27000980600,2023,3,1,27,0,3,too late,50.0,2023,3,1,30,3,50.0,3,late,0.0,exact
6261314-1,1,5134367,24000180000,2024,3,1,11,0,7,too late,1000.0,2024,3,1,18,0,1000.0,7,late,0.0,exact
6261315-1,4,66830485,STIFTL SL1/6,2023,6,2,5,0,0,on time,200.0,2023,6,2,5,0,200.0,0,on_time,0.0,exact
6261315-2,4,66830485,23000120000,2023,10,4,2,0,-3,too early,200.0,2023,9,3,29,4,200.0,-3,early,0.0,exact
6261315-3,4,66830485,JUMPER 2 POL.,2023,10,4,2,0,-3,too early,5000.0,2023,9,3,29,4,5000.0,-3,early,0.0,exact
6261315-4,4,66830485,23514340003,2024,3,1,4,0,1,too late,1800.0,2024,3,1,5,1,1800.0,1,late,0.0,exact
6261316-1,1,14148833,LEDSY1240AC GLB,2024,3,1,15,4,-1,too early,6000.0,2024,3,1,14,3,6000.0,-1,early,0.0,exact
6261318-1,1,13866308,SLD 25X13RQS,2023,4,2,17,0,4,too late,10000.0,2023,4,2,21,4,25000.0,4,late,15000.0,over delivered
6261319-1,1,50934703,999,2023,4,2,3,0,-3,too early,20.0,2023,3,1,31,4,20.0,-3,early,0.0,exact
6261320-1,2,4065894,22221032100,2022,4,2,4,0,366,too late,1000.0,2023,4,2,5,2,1000.0,366,late,0.0,exact
6261320-2,2,4065894,22221032200,2022,4,2,4,0,366,too late,2000.0,2023,4,2,5,2,2000.0,366,late,0.0,exact
6261322-1,1,93118673,23100272100,2023,3,1,27,0,66,too late,6.0,2023,6,2,1,3,6.0,66,late,0.0,exact
6261323-1,4,52391922,27100852300,2023,8,3,14,0,-5,too early,200.0,2023,8,3,9,2,200.0,-5,early,0.0,exact
6261323-2,4,52391922,27100581500,2023,8,3,14,0,-5,too early,200.0,2023,8,3,9,2,200.0,-5,early,0.0,exact
